ID,Titulo,Spotify Link,Youtube Link,Apple Link,Imagen Cover
6KL1KeyAQyYMIoI2fYZ3Pb,Me ConvertÃ­ en su PaÃ±uelo para Llorar (y al Final Me DoliÃ³ a MÃ­),https://open.spotify.com/track/6KL1KeyAQyYMIoI2fYZ3Pb,https://music.youtube.com/search?q=Me%20Convert%C3%AD%20en%20su%20Pa%C3%B1uelo%20para%20Llorar%20(y%20al%20Final%20Me%20Doli%C3%B3%20a%20M%C3%AD)%20Diosmasgym,https://music.apple.com/us/search?term=Me%20Convert%C3%AD%20en%20su%20Pa%C3%B1uelo%20para%20Llorar%20(y%20al%20Final%20Me%20Doli%C3%B3%20a%20M%C3%AD)%20Diosmasgym,https://i.scdn.co/image/ab67616d0000b27362a720028153e14b1ec91c48
3QDT8llkv0l87z3ra8LD1X,Si Dejaste de ir a la Iglesia por la Gente,https://open.spotify.com/track/3QDT8llkv0l87z3ra8LD1X,https://music.youtube.com/search?q=Si%20Dejaste%20de%20ir%20a%20la%20Iglesia%20por%20la%20Gente%20Diosmasgym,https://music.apple.com/us/search?term=Si%20Dejaste%20de%20ir%20a%20la%20Iglesia%20por%20la%20Gente%20Diosmasgym,https://i.scdn.co/image/ab67616d0000b27362a720028153e14b1ec91c48
2EnIqnBs0cFFaLx8WJ9HND,Te Fui Infiel (y esta es mi confesiÃ³n),https://open.spotify.com/track/2EnIqnBs0cFFaLx8WJ9HND,https://music.youtube.com/search?q=Te%20Fui%20Infiel%20(y%20esta%20es%20mi%20confesi%C3%B3n)%20Diosmasgym,https://music.apple.com/us/search?term=Te%20Fui%20Infiel%20(y%20esta%20es%20mi%20confesi%C3%B3n)%20Diosmasgym,https://i.scdn.co/image/ab67616d0000b27362a720028153e14b1ec91c48
4BiFz2Pval6qF9tk1zek1L,"CÃ¡ncer, Â¿QuiÃ©n Te Dio Permiso de Entrar en MÃ­?",https://open.spotify.com/track/4BiFz2Pval6qF9tk1zek1L,https://music.youtube.com/search?q=C%C3%A1ncer%2C%20%C2%BFQui%C3%A9n%20Te%20Dio%20Permiso%20de%20Entrar%20en%20M%C3%AD%3F%20Diosmasgym,https://music.apple.com/us/search?term=C%C3%A1ncer%2C%20%C2%BFQui%C3%A9n%20Te%20Dio%20Permiso%20de%20Entrar%20en%20M%C3%AD%3F%20Diosmasgym,https://i.scdn.co/image/ab67616d0000b27362a720028153e14b1ec91c48
5tzmaOACDinrrVaWun4oiF,Â¿Por QuÃ© Hay Gente con la Sangre Pesada?,https://open.spotify.com/track/5tzmaOACDinrrVaWun4oiF,https://music.youtube.com/search?q=%C2%BFPor%20Qu%C3%A9%20Hay%20Gente%20con%20la%20Sangre%20Pesada%3F%20Diosmasgym,https://music.apple.com/us/search?term=%C2%BFPor%20Qu%C3%A9%20Hay%20Gente%20con%20la%20Sangre%20Pesada%3F%20Diosmasgym,https://i.scdn.co/image/ab67616d0000b27362a720028153e14b1ec91c48
5sJ1xrZLerSyUfwuKpBUkI,Dejemos de Usar la Biblia como un Arma (Corrido Cristiano),https://open.spotify.com/track/5sJ1xrZLerSyUfwuKpBUkI,https://music.youtube.com/search?q=Dejemos%20de%20Usar%20la%20Biblia%20como%20un%20Arma%20(Corrido%20Cristiano)%20Diosmasgym,https://music.apple.com/us/search?term=Dejemos%20de%20Usar%20la%20Biblia%20como%20un%20Arma%20(Corrido%20Cristiano)%20Diosmasgym,https://i.scdn.co/image/ab67616d0000b27362a720028153e14b1ec91c48
58EOr3FcNk9HqxA5vOluxO,Cuando te Conviertes y Quieres Mandar a Todos al Infierno,https://open.spotify.com/track/58EOr3FcNk9HqxA5vOluxO,https://music.youtube.com/search?q=Cuando%20te%20Conviertes%20y%20Quieres%20Mandar%20a%20Todos%20al%20Infierno%20Diosmasgym,https://music.apple.com/us/search?term=Cuando%20te%20Conviertes%20y%20Quieres%20Mandar%20a%20Todos%20al%20Infierno%20Diosmasgym,https://i.scdn.co/image/ab67616d0000b2731b83b4e06a371a00cf4cde67
5rp19UEoaYGFRQfPVRS7KH,"Antes Me Daba Coraje, Ahora Lloro por Todo (y me hizo mÃ¡s humano)",https://open.spotify.com/track/5rp19UEoaYGFRQfPVRS7KH,https://music.youtube.com/search?q=Antes%20Me%20Daba%20Coraje%2C%20Ahora%20Lloro%20por%20Todo%20(y%20me%20hizo%20m%C3%A1s%20humano)%20Diosmasgym,https://music.apple.com/us/search?term=Antes%20Me%20Daba%20Coraje%2C%20Ahora%20Lloro%20por%20Todo%20(y%20me%20hizo%20m%C3%A1s%20humano)%20Diosmasgym,https://i.scdn.co/image/ab67616d0000b2731b83b4e06a371a00cf4cde67
50CVAVvoHrrNwZ6ZYzelAe,Mi Estilo es Ser Real (y que todo apunte a Cristo),https://open.spotify.com/track/50CVAVvoHrrNwZ6ZYzelAe,https://music.youtube.com/search?q=Mi%20Estilo%20es%20Ser%20Real%20(y%20que%20todo%20apunte%20a%20Cristo)%20Diosmasgym,https://music.apple.com/us/search?term=Mi%20Estilo%20es%20Ser%20Real%20(y%20que%20todo%20apunte%20a%20Cristo)%20Diosmasgym,https://i.scdn.co/image/ab67616d0000b2731b83b4e06a371a00cf4cde67
4BPy5QBKyOmmzdVsPx2tpq,"Juzgar Menos, Amar MÃ¡s",https://open.spotify.com/track/4BPy5QBKyOmmzdVsPx2tpq,https://music.youtube.com/search?q=Juzgar%20Menos%2C%20Amar%20M%C3%A1s%20Diosmasgym,https://music.apple.com/us/search?term=Juzgar%20Menos%2C%20Amar%20M%C3%A1s%20Diosmasgym,https://i.scdn.co/image/ab67616d0000b2731b83b4e06a371a00cf4cde67
5QiUaAtWH0gynwYYk2Rq9U,Grito Fuerte porque ya no Puedo MÃ¡s,https://open.spotify.com/track/5QiUaAtWH0gynwYYk2Rq9U,https://music.youtube.com/search?q=Grito%20Fuerte%20porque%20ya%20no%20Puedo%20M%C3%A1s%20Diosmasgym,https://music.apple.com/us/search?term=Grito%20Fuerte%20porque%20ya%20no%20Puedo%20M%C3%A1s%20Diosmasgym,https://i.scdn.co/image/ab67616d0000b2731b83b4e06a371a00cf4cde67
5RfEtxezSOMYosL3KZWXDB,"Ya Vente, JesÃºs (o dame paz, porque no puedo mÃ¡s)",https://open.spotify.com/track/5RfEtxezSOMYosL3KZWXDB,https://music.youtube.com/search?q=Ya%20Vente%2C%20Jes%C3%BAs%20(o%20dame%20paz%2C%20porque%20no%20puedo%20m%C3%A1s)%20Diosmasgym,https://music.apple.com/us/search?term=Ya%20Vente%2C%20Jes%C3%BAs%20(o%20dame%20paz%2C%20porque%20no%20puedo%20m%C3%A1s)%20Diosmasgym,https://i.scdn.co/image/ab67616d0000b2731b83b4e06a371a00cf4cde67
4dP0iICDr2G27kAggVtyij,Eres MÃ¡s que Dos Pechos y un Cuerpo Espectacular,https://open.spotify.com/track/4dP0iICDr2G27kAggVtyij,https://music.youtube.com/search?q=Eres%20M%C3%A1s%20que%20Dos%20Pechos%20y%20un%20Cuerpo%20Espectacular%20Diosmasgym,https://music.apple.com/us/search?term=Eres%20M%C3%A1s%20que%20Dos%20Pechos%20y%20un%20Cuerpo%20Espectacular%20Diosmasgym,https://i.scdn.co/image/ab67616d0000b2731b83b4e06a371a00cf4cde67
1q4huy9KP4gWutpKnw5tof,"Si estÃ¡s pasando por un dÃ­a difÃ­cil, tienes que escuchar esto",https://open.spotify.com/track/1q4huy9KP4gWutpKnw5tof,https://music.youtube.com/search?q=Si%20est%C3%A1s%20pasando%20por%20un%20d%C3%ADa%20dif%C3%ADcil%2C%20tienes%20que%20escuchar%20esto%20Diosmasgym,https://music.apple.com/us/search?term=Si%20est%C3%A1s%20pasando%20por%20un%20d%C3%ADa%20dif%C3%ADcil%2C%20tienes%20que%20escuchar%20esto%20Diosmasgym,https://i.scdn.co/image/ab67616d0000b2731b83b4e06a371a00cf4cde67
6HdzM49olz09AglSXIi9CW,"No Busco Fama, Busco Sonar en Tu CorazÃ³n",https://open.spotify.com/track/6HdzM49olz09AglSXIi9CW,https://music.youtube.com/search?q=No%20Busco%20Fama%2C%20Busco%20Sonar%20en%20Tu%20Coraz%C3%B3n%20Diosmasgym,https://music.apple.com/us/search?term=No%20Busco%20Fama%2C%20Busco%20Sonar%20en%20Tu%20Coraz%C3%B3n%20Diosmasgym,https://i.scdn.co/image/ab67616d0000b2731b83b4e06a371a00cf4cde67
2hIEoPI7UmW0nOsY3bcTgN,Hay un Celo Bueno y un Celo Malo,https://open.spotify.com/track/2hIEoPI7UmW0nOsY3bcTgN,https://music.youtube.com/search?q=Hay%20un%20Celo%20Bueno%20y%20un%20Celo%20Malo%20Diosmasgym,https://music.apple.com/us/search?term=Hay%20un%20Celo%20Bueno%20y%20un%20Celo%20Malo%20Diosmasgym,https://i.scdn.co/image/ab67616d0000b2731b83b4e06a371a00cf4cde67
3GrfpCsnwpV8CwkDdqQX6I,Siempre Fue Dios,https://open.spotify.com/track/3GrfpCsnwpV8CwkDdqQX6I,https://music.youtube.com/search?q=Siempre%20Fue%20Dios%20Diosmasgym,https://music.apple.com/us/search?term=Siempre%20Fue%20Dios%20Diosmasgym,https://i.scdn.co/image/ab67616d0000b2731b83b4e06a371a00cf4cde67
31kZv521MAGFSHKbTgKWpX,Â¿AmÃ©n o no AmÃ©n?,https://open.spotify.com/track/31kZv521MAGFSHKbTgKWpX,https://music.youtube.com/search?q=%C2%BFAm%C3%A9n%20o%20no%20Am%C3%A9n%3F%20Diosmasgym,https://music.apple.com/us/search?term=%C2%BFAm%C3%A9n%20o%20no%20Am%C3%A9n%3F%20Diosmasgym,https://i.scdn.co/image/ab67616d0000b2731b83b4e06a371a00cf4cde67
1s1WYHeNwjQCS2NCLFSXbS,Ser Mamado no es Pecado,https://open.spotify.com/track/1s1WYHeNwjQCS2NCLFSXbS,https://music.youtube.com/search?q=Ser%20Mamado%20no%20es%20Pecado%20Diosmasgym,https://music.apple.com/us/search?term=Ser%20Mamado%20no%20es%20Pecado%20Diosmasgym,https://i.scdn.co/image/ab67616d0000b2731b83b4e06a371a00cf4cde67
1rqOhFOFHyncwTgIj9lf70,Debajo del agua,https://open.spotify.com/track/1rqOhFOFHyncwTgIj9lf70,https://music.youtube.com/search?q=Debajo%20del%20agua%20Diosmasgym,https://music.apple.com/us/search?term=Debajo%20del%20agua%20Diosmasgym,https://i.scdn.co/image/ab67616d0000b2731b83b4e06a371a00cf4cde67
25It1r0GxmSaNy21HNBE0o,El amor si tiene nombre,https://open.spotify.com/track/25It1r0GxmSaNy21HNBE0o,https://music.youtube.com/search?q=El%20amor%20si%20tiene%20nombre%20Diosmasgym,https://music.apple.com/us/search?term=El%20amor%20si%20tiene%20nombre%20Diosmasgym,https://i.scdn.co/image/ab67616d0000b2731b83b4e06a371a00cf4cde67
01PfWst6uFoNSnkw3Ey680,La Llamada por Leonardo,https://open.spotify.com/track/01PfWst6uFoNSnkw3Ey680,https://music.youtube.com/search?q=La%20Llamada%20por%20Leonardo%20Diosmasgym,https://music.apple.com/us/search?term=La%20Llamada%20por%20Leonardo%20Diosmasgym,https://i.scdn.co/image/ab67616d0000b2731b83b4e06a371a00cf4cde67
1ot5EMN1JMZEIj42DXbkTQ,Jajaja,https://open.spotify.com/track/1ot5EMN1JMZEIj42DXbkTQ,https://music.youtube.com/search?q=Jajaja%20Diosmasgym,https://music.apple.com/us/search?term=Jajaja%20Diosmasgym,https://i.scdn.co/image/ab67616d0000b2731b83b4e06a371a00cf4cde67
1iAe5791V7vEKCifMnJBEp,Loco,https://open.spotify.com/track/1iAe5791V7vEKCifMnJBEp,https://music.youtube.com/search?q=Loco%20Diosmasgym,https://music.apple.com/us/search?term=Loco%20Diosmasgym,https://i.scdn.co/image/ab67616d0000b273fa380fa89d82ec7dd170f141
49H3gh3oeXcQlEeNoX8TXx,Un dÃ­a ala vez,https://open.spotify.com/track/49H3gh3oeXcQlEeNoX8TXx,https://music.youtube.com/search?q=Un%20d%C3%ADa%20ala%20vez%20Diosmasgym,https://music.apple.com/us/search?term=Un%20d%C3%ADa%20ala%20vez%20Diosmasgym,https://i.scdn.co/image/ab67616d0000b273fa380fa89d82ec7dd170f141
2RH1XDobhIla3y5LtLtDJW,El JesÃºs de las calles,https://open.spotify.com/track/2RH1XDobhIla3y5LtLtDJW,https://music.youtube.com/search?q=El%20Jes%C3%BAs%20de%20las%20calles%20Diosmasgym,https://music.apple.com/us/search?term=El%20Jes%C3%BAs%20de%20las%20calles%20Diosmasgym,https://i.scdn.co/image/ab67616d0000b273fa380fa89d82ec7dd170f141
3U6BQAaZxJo5gF7yLjyngj,HipocresÃ­a en navidad y aÃ±o nuevo,https://open.spotify.com/track/3U6BQAaZxJo5gF7yLjyngj,https://music.youtube.com/search?q=Hipocres%C3%ADa%20en%20navidad%20y%20a%C3%B1o%20nuevo%20Diosmasgym,https://music.apple.com/us/search?term=Hipocres%C3%ADa%20en%20navidad%20y%20a%C3%B1o%20nuevo%20Diosmasgym,https://i.scdn.co/image/ab67616d0000b273fa380fa89d82ec7dd170f141
44RmcBliyV5XYKfK2C9CBM,Besando sapos,https://open.spotify.com/track/44RmcBliyV5XYKfK2C9CBM,https://music.youtube.com/search?q=Besando%20sapos%20Diosmasgym,https://music.apple.com/us/search?term=Besando%20sapos%20Diosmasgym,https://i.scdn.co/image/ab67616d0000b273fa380fa89d82ec7dd170f141
2kfbCaI894RIdMV4eQ5dps,Te estoy esperando,https://open.spotify.com/track/2kfbCaI894RIdMV4eQ5dps,https://music.youtube.com/search?q=Te%20estoy%20esperando%20Diosmasgym,https://music.apple.com/us/search?term=Te%20estoy%20esperando%20Diosmasgym,https://i.scdn.co/image/ab67616d0000b273fa380fa89d82ec7dd170f141
5ofkuahGsG0WcfZA1BBzMw,NO TE METAS CON MI FE CRISTIANA,https://open.spotify.com/track/5ofkuahGsG0WcfZA1BBzMw,https://music.youtube.com/search?q=NO%20TE%20METAS%20CON%20MI%20FE%20CRISTIANA%20Diosmasgym,https://music.apple.com/us/search?term=NO%20TE%20METAS%20CON%20MI%20FE%20CRISTIANA%20Diosmasgym,https://i.scdn.co/image/ab67616d0000b273fa380fa89d82ec7dd170f141
63dGWaLcazaKx8y79AELAM,Entregarte todo,https://open.spotify.com/track/63dGWaLcazaKx8y79AELAM,https://music.youtube.com/search?q=Entregarte%20todo%20Diosmasgym,https://music.apple.com/us/search?term=Entregarte%20todo%20Diosmasgym,https://i.scdn.co/image/ab67616d0000b273fa380fa89d82ec7dd170f141
0gCYKviIRuo5hwbBK7l9Ys,TenÃ­as que llegar,https://open.spotify.com/track/0gCYKviIRuo5hwbBK7l9Ys,https://music.youtube.com/search?q=Ten%C3%ADas%20que%20llegar%20Diosmasgym,https://music.apple.com/us/search?term=Ten%C3%ADas%20que%20llegar%20Diosmasgym,https://i.scdn.co/image/ab67616d0000b273fa380fa89d82ec7dd170f141
6FVhav8tDi8JAxjchbHVuq,Quiero Estar Contigo,https://open.spotify.com/track/6FVhav8tDi8JAxjchbHVuq,https://music.youtube.com/search?q=Quiero%20Estar%20Contigo%20Diosmasgym,https://music.apple.com/us/search?term=Quiero%20Estar%20Contigo%20Diosmasgym,https://i.scdn.co/image/ab67616d0000b273fa380fa89d82ec7dd170f141
3swx0e2z0eONPK1GdYRKkO,Prohibido EnseÃ±ar Carne (pero la envidia sÃ­ la dejan pasar),https://open.spotify.com/track/3swx0e2z0eONPK1GdYRKkO,https://music.youtube.com/search?q=Prohibido%20Ense%C3%B1ar%20Carne%20(pero%20la%20envidia%20s%C3%AD%20la%20dejan%20pasar)%20Diosmasgym,https://music.apple.com/us/search?term=Prohibido%20Ense%C3%B1ar%20Carne%20(pero%20la%20envidia%20s%C3%AD%20la%20dejan%20pasar)%20Diosmasgym,https://i.scdn.co/image/ab67616d0000b2739d90e18e5dfdada66a91ab3f
4Mb66F3RxhVH6qe9968jas,El Corrido MÃ¡s RomÃ¡ntico,https://open.spotify.com/track/4Mb66F3RxhVH6qe9968jas,https://music.youtube.com/search?q=El%20Corrido%20M%C3%A1s%20Rom%C3%A1ntico%20Diosmasgym,https://music.apple.com/us/search?term=El%20Corrido%20M%C3%A1s%20Rom%C3%A1ntico%20Diosmasgym,https://i.scdn.co/image/ab67616d0000b2739d90e18e5dfdada66a91ab3f
4PUhlbriaOHcMqUzlSoPdT,Para la Gente que Oculta un VacÃ­o (Este Ã¡lbum es para ustedes),https://open.spotify.com/track/4PUhlbriaOHcMqUzlSoPdT,https://music.youtube.com/search?q=Para%20la%20Gente%20que%20Oculta%20un%20Vac%C3%ADo%20(Este%20%C3%A1lbum%20es%20para%20ustedes)%20Diosmasgym,https://music.apple.com/us/search?term=Para%20la%20Gente%20que%20Oculta%20un%20Vac%C3%ADo%20(Este%20%C3%A1lbum%20es%20para%20ustedes)%20Diosmasgym,https://i.scdn.co/image/ab67616d0000b2739d90e18e5dfdada66a91ab3f
6BhXvFI4Buiwdwv2NeCRsT,No te Metas con Ãl (y menos si pierde su equipo),https://open.spotify.com/track/6BhXvFI4Buiwdwv2NeCRsT,https://music.youtube.com/search?q=No%20te%20Metas%20con%20%C3%89l%20(y%20menos%20si%20pierde%20su%20equipo)%20Diosmasgym,https://music.apple.com/us/search?term=No%20te%20Metas%20con%20%C3%89l%20(y%20menos%20si%20pierde%20su%20equipo)%20Diosmasgym,https://i.scdn.co/image/ab67616d0000b2739d90e18e5dfdada66a91ab3f
0kEnZq55AoTa0l3uNuthda,Un Brindis por las Veces que la ReguÃ© en el Trabajo,https://open.spotify.com/track/0kEnZq55AoTa0l3uNuthda,https://music.youtube.com/search?q=Un%20Brindis%20por%20las%20Veces%20que%20la%20Regu%C3%A9%20en%20el%20Trabajo%20Diosmasgym,https://music.apple.com/us/search?term=Un%20Brindis%20por%20las%20Veces%20que%20la%20Regu%C3%A9%20en%20el%20Trabajo%20Diosmasgym,https://i.scdn.co/image/ab67616d0000b2739d90e18e5dfdada66a91ab3f
5YBdwczKqmhQFFSpQKiCb4,"El Corrido del Gato, del Gato, del Gato",https://open.spotify.com/track/5YBdwczKqmhQFFSpQKiCb4,https://music.youtube.com/search?q=El%20Corrido%20del%20Gato%2C%20del%20Gato%2C%20del%20Gato%20Diosmasgym,https://music.apple.com/us/search?term=El%20Corrido%20del%20Gato%2C%20del%20Gato%2C%20del%20Gato%20Diosmasgym,https://i.scdn.co/image/ab67616d0000b2739d90e18e5dfdada66a91ab3f
1FzJqf38z5sNzhvdNXD17a,Mi AlegrÃ­a Vende Solo,https://open.spotify.com/track/1FzJqf38z5sNzhvdNXD17a,https://music.youtube.com/search?q=Mi%20Alegr%C3%ADa%20Vende%20Solo%20Diosmasgym,https://music.apple.com/us/search?term=Mi%20Alegr%C3%ADa%20Vende%20Solo%20Diosmasgym,https://i.scdn.co/image/ab67616d0000b2739d90e18e5dfdada66a91ab3f
4lr5rE5rAwSYPSMokOAF6k,"Ser Robocop, Digo, Ser PolicÃ­a",https://open.spotify.com/track/4lr5rE5rAwSYPSMokOAF6k,https://music.youtube.com/search?q=Ser%20Robocop%2C%20Digo%2C%20Ser%20Polic%C3%ADa%20Diosmasgym,https://music.apple.com/us/search?term=Ser%20Robocop%2C%20Digo%2C%20Ser%20Polic%C3%ADa%20Diosmasgym,https://i.scdn.co/image/ab67616d0000b2739d90e18e5dfdada66a91ab3f
3Rg94cDk5bgf2WfKFJefc9,Â¡Que Sigan Ladrando los Perros! (porque no pueden apagar tu luz),https://open.spotify.com/track/3Rg94cDk5bgf2WfKFJefc9,https://music.youtube.com/search?q=%C2%A1Que%20Sigan%20Ladrando%20los%20Perros!%20(porque%20no%20pueden%20apagar%20tu%20luz)%20Diosmasgym,https://music.apple.com/us/search?term=%C2%A1Que%20Sigan%20Ladrando%20los%20Perros!%20(porque%20no%20pueden%20apagar%20tu%20luz)%20Diosmasgym,https://i.scdn.co/image/ab67616d0000b2739d90e18e5dfdada66a91ab3f
4dv4r0fFKOFmGnv06bTB38,Mi Oficina se Cree 'La Casa del mas Famoso,https://open.spotify.com/track/4dv4r0fFKOFmGnv06bTB38,https://music.youtube.com/search?q=Mi%20Oficina%20se%20Cree%20'La%20Casa%20del%20mas%20Famoso%20Diosmasgym,https://music.apple.com/us/search?term=Mi%20Oficina%20se%20Cree%20'La%20Casa%20del%20mas%20Famoso%20Diosmasgym,https://i.scdn.co/image/ab67616d0000b2739d90e18e5dfdada66a91ab3f
1bxd9cpgPz1SgR7iQmxNCa,Nunca se Olvida el Primer Amor (pero no es el que estÃ¡s pensando),https://open.spotify.com/track/1bxd9cpgPz1SgR7iQmxNCa,https://music.youtube.com/search?q=Nunca%20se%20Olvida%20el%20Primer%20Amor%20(pero%20no%20es%20el%20que%20est%C3%A1s%20pensando)%20Diosmasgym,https://music.apple.com/us/search?term=Nunca%20se%20Olvida%20el%20Primer%20Amor%20(pero%20no%20es%20el%20que%20est%C3%A1s%20pensando)%20Diosmasgym,https://i.scdn.co/image/ab67616d0000b2739d90e18e5dfdada66a91ab3f
5sHYeZvmI5DvD9A4ZlIgaP,Â¡Modifiquen el Script! (No me dejÃ³ y no me dejÃ³),https://open.spotify.com/track/5sHYeZvmI5DvD9A4ZlIgaP,https://music.youtube.com/search?q=%C2%A1Modifiquen%20el%20Script!%20(No%20me%20dej%C3%B3%20y%20no%20me%20dej%C3%B3)%20Diosmasgym,https://music.apple.com/us/search?term=%C2%A1Modifiquen%20el%20Script!%20(No%20me%20dej%C3%B3%20y%20no%20me%20dej%C3%B3)%20Diosmasgym,https://i.scdn.co/image/ab67616d0000b2739d90e18e5dfdada66a91ab3f
3X0jpfJTQhN0FexwzHT7rp,"Â¡Guarden Silencio, EstÃ¡n en Llamada!",https://open.spotify.com/track/3X0jpfJTQhN0FexwzHT7rp,https://music.youtube.com/search?q=%C2%A1Guarden%20Silencio%2C%20Est%C3%A1n%20en%20Llamada!%20Diosmasgym,https://music.apple.com/us/search?term=%C2%A1Guarden%20Silencio%2C%20Est%C3%A1n%20en%20Llamada!%20Diosmasgym,https://i.scdn.co/image/ab67616d0000b2739d90e18e5dfdada66a91ab3f
2zADa6Iv8UQbg971Nu3Hg8,El Mensaje Oculto en Todas mis Canciones (El Plan de SalvaciÃ³n),https://open.spotify.com/track/2zADa6Iv8UQbg971Nu3Hg8,https://music.youtube.com/search?q=El%20Mensaje%20Oculto%20en%20Todas%20mis%20Canciones%20(El%20Plan%20de%20Salvaci%C3%B3n)%20Diosmasgym,https://music.apple.com/us/search?term=El%20Mensaje%20Oculto%20en%20Todas%20mis%20Canciones%20(El%20Plan%20de%20Salvaci%C3%B3n)%20Diosmasgym,https://i.scdn.co/image/ab67616d0000b2739d90e18e5dfdada66a91ab3f
